unit_id	flores_id	item_id	subject_id	task_type	translation_type	src_len_chr	mt_len_chr	tgt_len_chr	src_len_wrd	mt_len_wrd	tgt_len_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	n_pause_geq_300	len_pause_geq_300	n_pause_geq_1000	len_pause_geq_1000	event_time	num_annotations	last_modification_time	n_insert	n_delete	n_substitute	n_shift	tot_shifted_words	tot_edits	hter	cer	bleu	chrf	lang_id	doc_id	time_s	time_m	time_h	time_per_char	time_per_word	key_per_char	words_per_hour	words_per_minute	per_subject_visit_order	src_text	mt_text	tgt_text	aligned_edit
flores101-warmup-ukr-4-ht-1	541	flores101-warmup-41	ukr_t3	ht	ht	149		121	28		19	290.117	224	137	0	22	2	40	23	0	0	0	0	56	124598	20	104723	290117	4	1642600383											ukr	4	290.117	4.8353	0.0806	1.9471	10.3613	1.5034	347.446	5.7908	13	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		Тибетський Буддизм оснований на вченні Будди, але включає в себе шлях любові махаяну та багато практик з індійської йоги.	
flores101-warmup-ukr-4-ht-2	542	flores101-warmup-42	ukr_t3	ht	ht	127		121	20		18	181.015	226	124	0	20	4	63	15	0	0	0	0	42	102251	16	89126	181015	3	1642600383											ukr	4	181.015	3.0169	0.0503	1.4253	9.0507	1.7795	397.7571	6.6293	14	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		Тібетський Буддизм є дуже простим у своїй основі. Він складається з Кундаліні Йоги, медитації та шляху всеосяжної любові.	
flores101-warmup-ukr-4-ht-3	543	flores101-warmup-43	ukr_t3	ht	ht	147		135	18		18	176.506	293	133	0	20	5	112	23	0	0	0	0	42	131467	19	120103	176506	2	1642600383											ukr	4	176.506	2.9418	0.049	1.2007	9.8059	1.9932	367.1263	6.1188	15	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		У Кундаліні Йозі енергія Кундаліні (енергія просвітлення) пробуджується за допомогю поз йоги, дихальних вправ, мантр і зорових образів.	
flores101-warmup-ukr-4-ht-4	544	flores101-warmup-44	ukr_t3	ht	ht	203		175	30		21	212.832	318	184	0	21	4	99	10	0	0	0	0	51	183077	18	167218	212832	1	1642600383											ukr	4	212.832	3.5472	0.0591	1.0484	7.0944	1.5665	507.4425	8.4574	16	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		У центрі Тибетських медитацій стоїть божественна йога. Уявляючи собі різні божества, можна очистити енергетичні канали, активувати чакри та вибудувати просвітлюючу свідомість.	
flores101-warmup-ukr-5-pe2-1	914	flores101-warmup-51	ukr_t3	pe2	pe	89	80.0	83	15	12.0	12	167.242	322	111	0	21	4	160	26	0	0	0	0	33	127414	16	119002	167242	2	1642600383	0.0	0.0	11.0	1.0	1.0	12.0	100.0	0.8875	6.61	25.4	ukr	5	167.242	2.7874	0.0465	1.8791	11.1495	3.618	322.8854	5.3814	17	An increasingly more popular option for those planning a gap-year is to travel and learn.	Для тих, хто запланує проміжок року, все популярнішим буде подорожі та навчання.	Усе частіше ті, хто планує академічну відпустку, обирають навчання в інших країнах.	REF:  для тих,      хто   запланує   проміжок року,      все        популярнішим буде     подорожі та    навчання.\nHYP:  усе частіше [ хто ] ті,      @ планує   академічну відпустку, обирають     навчання в        інших країнах.\nEVAL: S   S               S          S        S          S          S            S        S        S     S
flores101-warmup-ukr-5-pe2-2	915	flores101-warmup-52	ukr_t3	pe2	pe	137	126.0	140	20	20.0	20	146.376	456	145	0	22	3	277	9	0	0	0	0	42	97017	16	83387	146376	2	1642600383	1.0	1.0	16.0	1.0	1.0	19.0	95.0	0.746	4.14	32.87	ukr	5	146.376	2.4396	0.0407	1.0684	7.3188	3.3285	491.8839	8.1981	18	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	Це особливо популярно для тих, хто закінчує школу, даючи їм змогу виходити на рік до університету, не заважаючи своєму освіті.	Ця можливість є особливо популярною серед випускників шкіл, тому що так можна провести цілий рік перед університетом, не перериваючи освіти.	REF:  ** це           особливо   популярно   для        тих,  хто         закінчує школу, даючи їм  змогу виходити на    рік до    університету,  не заважаючи своєму      освіті.\nHYP:  ця можливість [ особливо ] є         @ популярною серед випускників шкіл,    тому   що    так можна провести цілий рік перед університетом, не ********* перериваючи освіти.\nEVAL: I  S                       S           S          S     S           S        S      S     S   S     S        S         S     S                 D         S           S
flores101-warmup-ukr-5-pe2-3	916	flores101-warmup-53	ukr_t3	pe2	pe	145	151.0	171	24	24.0	23	174.789	498	118	0	17	0	336	25	0	1	1	0	41	125191	30	119987	174789	2	1642600383	1.0	2.0	8.0	1.0	2.0	12.0	50.0	0.5762	21.73	50.0	ukr	5	174.789	2.9132	0.0486	1.2054	7.2829	3.4345	494.3103	8.2385	19	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	У багатьох випадках, вступ до навчання за межею навчання за кордоном насправді може покращити ваші шанси перейти до вищої освіти у вашій рідній країні.	У багатьох випадках, проходження навчального курсу  за кордоном протягом академічної відпустки може суттєво покращити ваші шанси на отримання вищої освіти у рідній країні.	REF:  у багатьох випадках, вступ до          навчання    за      межею    навчання      за кордоном   насправді може ******* покращити ваші шанси перейти до        вищої освіти у вашій рідній країні.\nHYP:  у багатьох випадках, ***** проходження навчального курсу @ протягом академічної [ за кордоном ] відпустки може суттєво покращити ваші шанси на      отримання вищої освіти у ***** рідній країні.\nEVAL:                      D     S           S           S       S        S                           S              I                            S       S                        D
flores101-warmup-ukr-5-pe2-4	917	flores101-warmup-54	ukr_t3	pe2	pe	78	61.0	53	13	10.0	8	122.942	274	62	0	7	0	195	10	0	0	0	0	17	57998	10	54087	122942	1	1642600383	0.0	2.0	8.0	0.0	0.0	10.0	100.0	0.4262	4.03	41.39	ukr	5	122.942	2.049	0.0342	1.5762	9.4571	3.5128	380.6673	6.3445	20	Typically there will be a tuition fee to enroll in these educational programs.	Зазвичай, для вступу в ці освітні програми буде платна школа.	Зазвичай участь у таких освітніх програмах є платною.	REF:  зазвичай, для вступу   в      ці освітні програми буде      платна школа.\nHYP:  ********* *** зазвичай участь у  таких   освітніх програмах є      платною.\nEVAL: D         D   S        S      S  S       S        S         S      S
flores101-warmup-nld-1-ht-1	163	flores101-warmup-11	nld_t1	ht	ht	189		216	29		31	250.062	253	201	0	34	4	0	14	0	0	0	0	93	211998	26	179767	250062	1	1642600353											nld	1	250.062	4.1677	0.0695	1.3231	8.6228	1.3386	417.4965	6.9583	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		In Frankrijk is stemmen traditioneel een laagtechnologische ervaring: stemmers zonderen zichzelf af in een stemhokje en stoppen een voorgedrukt stuk papier, waarop de door hun gekozen kandidaat staat, in een envelop.	
flores101-warmup-nld-1-ht-2	164	flores101-warmup-12	nld_t1	ht	ht	120		175	20		28	168.692	197	154	0	28	4	0	11	0	0	0	0	57	130858	18	111298	168692	1	1642600353											nld	1	168.692	2.8115	0.0469	1.4058	8.4346	1.6417	426.8134	7.1136	2	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		Nadat de ambtenaren de identiteit van de stemmer hebben geverifieerd, laat de stemmer de envelop in de stembus vallen en zet de stemmer zijn/haar handtekening op de stemlijst.	
flores101-warmup-nld-1-ht-3	165	flores101-warmup-13	nld_t1	ht	ht	62		78	8		11	49.44	86	73	0	11	1	0	1	0	0	0	0	26	31634	8	22660	49440	1	1642600353											nld	1	49.44	0.824	0.0137	0.7974	6.18	1.3871	582.5243	9.7087	3	French electoral law rather strictly codifies the proceedings.		Deze procedure is vrij streng gecodificeerd in de kieswetgeving van Frankrijk.	
flores101-warmup-nld-1-ht-4	166	flores101-warmup-14	nld_t1	ht	ht	228		261	40		39	171.143	356	260	4	44	2	0	46	0	0	0	0	70	105303	23	79450	171143	1	1642600353											nld	1	171.143	2.8524	0.0475	0.7506	4.2786	1.5614	841.4016	14.0234	4	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		Sinds 1988 moeten stembussen doorzichtig zijn, zodat stemmers en waarnemers kunnen zien dat er geen enveloppen aanwezig zijn als het stemmen begint en dat er geen enveloppen worden toegevoegd behalve de enveloppen van de rechtmatig getelde en bevoegde stemmers.	
flores101-warmup-nld-1-ht-5	167	flores101-warmup-15	nld_t1	ht	ht	177		200	25		28	148.481	240	193	0	31	4	0	12	0	0	0	0	57	110942	18	92395	148481	1	1642600353											nld	1	148.481	2.4747	0.0412	0.8389	5.9392	1.3559	606.1382	10.1023	5	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		Kandidaten kunnen vertegenwoordigers sturen om elk onderdeel van het proces waar te nemen. De stemmen worden 's avonds geteld door vrijwilligers onder streng toezicht en volgens specifieke procedures.	
flores101-warmup-nld-2-pe2-1	319	flores101-warmup-21	nld_t1	pe2	pe	102	97.0	106	13	10.0	11	73.762	26	21	0	2	1	0	2	0	0	0	0	12	61288	6	58326	73762	1	1642600353	2.0	1.0	2.0	0.0	0.0	5.0	50.0	0.2062	19.36	73.12	nld	2	73.762	1.2294	0.0205	0.7232	5.674	0.2549	634.473	10.5746	6	Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	Xinhua rapporteerde dat overheidsonderzoekers twee 'zwarte doos' vluchtrecorders hebben gevonden.	Xinhua heeft gemeld dat overheidsonderzoekers woensdag twee 'zwarte doos'-vluchtrecorders hebben gevonden.	REF:  xinhua ***** rapporteerde dat overheidsonderzoekers ******** twee 'zwarte doos' vluchtrecorders       hebben gevonden.\nHYP:  xinhua heeft gemeld       dat overheidsonderzoekers woensdag twee 'zwarte ***** doos'-vluchtrecorders hebben gevonden.\nEVAL:        I     S                                      I                     D     S
flores101-warmup-nld-2-pe2-2	320	flores101-warmup-22	nld_t1	pe2	pe	43	46.0	55	7	7.0	9	40.625	57	47	0	8	1	0	1	0	0	0	0	15	24010	5	18059	40625	1	1642600353	2.0	0.0	3.0	0.0	0.0	5.0	71.429	0.6522	18.19	29.37	nld	2	40.625	0.6771	0.0113	0.9448	5.8036	1.3256	620.3077	10.3385	7	Fellow wrestlers also paid tribute to Luna.	Gezelschapswrasten gaven ook een eer aan Luna.	Andere worstelaars hebben ook hun eer betuigd aan Luna.	REF:  ****** gezelschapswrasten gaven  ook een eer ******* aan luna.\nHYP:  andere worstelaars        hebben ook hun eer betuigd aan luna.\nEVAL: I      S                  S          S       I
flores101-warmup-nld-2-pe2-3	321	flores101-warmup-23	nld_t1	pe2	pe	162	165.0	171	29	28.0	29	54.961	11	9	0	1	1	0	0	0	0	0	0	4	40699	4	40699	54961	1	1642600353	1.0	0.0	2.0	0.0	0.0	3.0	10.714	0.0485	73.59	88.59	nld	2	54.961	0.916	0.0153	0.3393	1.8952	0.0679	1899.5288	31.6588	8	"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."""	"Tommy Dreamer zei: ""Luna was de eerste koningin van Extreme. Mijn eerste manager. Luna stierf in de nacht van twee maan. Behoorlijk uniek net als zij. Sterke vrouw."""	"Tommy Dreamer zei: ""Luna was de eerste Koningin van het Extreme. Mijn eerste manager. Luna stierf in de nacht van twee manen. Behoorlijk uniek, net als zij. Sterke vrouw."""	"REF:  tommy dreamer zei: ""luna was de eerste koningin van *** extreme. mijn eerste manager. luna stierf in de nacht van twee maan.  behoorlijk uniek  net als zij. sterke vrouw.""\nHYP:  tommy dreamer zei: ""luna was de eerste koningin van het extreme. mijn eerste manager. luna stierf in de nacht van twee manen. behoorlijk uniek, net als zij. sterke vrouw.""\nEVAL:                                                     I                                                                  S                 S"
flores101-warmup-nld-2-pe2-4	322	flores101-warmup-24	nld_t1	pe2	pe	150	154.0	158	23	28.0	26	87.376	22	16	0	1	2	0	3	0	0	0	0	9	70824	9	70824	87376	1	1642600353	0.0	2.0	6.0	0.0	0.0	8.0	28.571	0.1039	69.37	78.26	nld	2	87.376	1.4563	0.0243	0.5825	3.799	0.1467	947.6286	15.7938	9	"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place."""	"Dustin ""Goldust"" Runnels zei: ""Luna was net zo gek als ik... misschien nog meer... hou van haar en zal haar missen... hopelijk zit ze op een betere plek."""	"Dustin 'Goldust' Runnels zei: ""Luna was net zo gek als ik...misschien nog gekker...ik hou van haar en zal haar missen...hopelijk zit ze in een betere wereld."""	"REF:  dustin ""goldust"" runnels zei: ""luna was net zo gek als ik... misschien      nog meer...     hou van haar en zal haar missen... hopelijk          zit ze op een betere plek.""\nHYP:  dustin 'goldust' runnels zei: ""luna was net zo gek als ***** ik...misschien nog gekker...ik hou van haar en zal haar ********* missen...hopelijk zit ze in een betere wereld.""\nEVAL:        S                                               D     S                  S                                    D         S                        S             S"
flores101-warmup-nld-3-pe1-1	600	flores101-warmup-31	nld_t1	pe1	pe	100	108.0	112	17	16.0	18	42.132	19	13	0	2	0	0	2	1	0	1	0	8	19494	3	16078	42132	2	1642600353	2.0	0.0	2.0	0.0	0.0	4.0	25.0	0.2685	54.25	80.22	nld	3	42.132	0.7022	0.0117	0.4213	2.4784	0.19	1452.5776	24.2096	10	The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.	Het Hershey en Chase-experiment was een van de belangrijkste suggesties dat DNA een genetisch materiaal was.	Het experiment van Hershey en Chase was een van de belangrijkste indicaties dat DNA een genetisch materiaal was.	REF:  het ********** *** hershey en chase-experiment was een van de belangrijkste suggesties dat dna een genetisch materiaal was.\nHYP:  het experiment van hershey en chase            was een van de belangrijkste indicaties dat dna een genetisch materiaal was.\nEVAL:     I          I              S                                             S
flores101-warmup-nld-3-pe1-2	601	flores101-warmup-32	nld_t1	pe1	pe	85	96.0	96	15	16.0	16	25.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25974	1	1642600353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	nld	3	25.974	0.4329	0.0072	0.3056	1.7316	0.0	2079.0021	34.65	11	Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.	Hershey en Chase gebruikten fagen, of virussen, om hun eigen DNA in een bacterie te implanteren.	Hershey en Chase gebruikten fagen, of virussen, om hun eigen DNA in een bacterie te implanteren.	REF:  hershey en chase gebruikten fagen, of virussen, om hun eigen dna in een bacterie te implanteren.\nHYP:  hershey en chase gebruikten fagen, of virussen, om hun eigen dna in een bacterie te implanteren.\nEVAL:
flores101-warmup-nld-3-pe1-3	602	flores101-warmup-33	nld_t1	pe1	pe	143	151.0	168	24	26.0	28	57.388	35	30	0	3	0	0	2	0	0	0	0	8	48099	5	46585	57388	1	1642600353	2.0	0.0	1.0	0.0	0.0	3.0	11.538	0.1192	75.57	85.81	nld	3	57.388	0.9565	0.0159	0.4013	2.3912	0.2448	1505.5412	25.0924	12	They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.	Ze deden twee experimenten waarbij ze ofwel het DNA in de faag markeerden met een radioactieve fosfor of het eiwit van de faag met radioactieve zwavel.	Ze voerden twee experimenten uit waarbij ze ofwel het DNA in de faag markeerden met een radioactieve fosfor of het eiwit van de faag markeerden met radioactieve zwavel.	REF:  ze deden   twee experimenten *** waarbij ze ofwel het dna in de faag markeerden met een radioactieve fosfor of het eiwit van de faag ********** met radioactieve zwavel.\nHYP:  ze voerden twee experimenten uit waarbij ze ofwel het dna in de faag markeerden met een radioactieve fosfor of het eiwit van de faag markeerden met radioactieve zwavel.\nEVAL:    S                         I                                                                                                       I
flores101-warmup-nld-4-ht-1	541	flores101-warmup-41	nld_t1	ht	ht	149		174	28		30	166.519	194	152	0	30	3	1	8	0	0	0	0	70	141944	27	120217	166519	1	1642600353											nld	4	166.519	2.7753	0.0463	1.1176	5.9471	1.302	605.3363	10.0889	13	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		Het Tibetaanse boeddhisme is gebaseerd op de leer van Boeddha, maar deze leer werd uitgebreid met het mahayana-pad van de liefde en met veel technieken van de Yoga uit India.	
flores101-warmup-nld-4-ht-2	542	flores101-warmup-42	nld_t1	ht	ht	127		143	20		21	121.163	153	124	0	20	4	0	5	0	0	0	0	58	100089	16	77531	121163	1	1642600353											nld	4	121.163	2.0194	0.0337	0.954	6.0581	1.2047	594.2408	9.904	14	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		In principe is het Tibetaanse boeddhisme vrij eenvoudig. Het bestaat uit de Kundalini-yoga, meditatie en het pad van de allesomvattende liefde.	
flores101-warmup-nld-4-ht-3	543	flores101-warmup-43	nld_t1	ht	ht	147		160	18		15	131.328	184	153	0	14	9	0	8	0	0	0	0	56	99549	20	80735	131328	1	1642600353											nld	4	131.328	2.1888	0.0365	0.8934	7.296	1.2517	493.4211	8.2237	15	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		Met Kundalini-yoga wordt de Kundalini-energie (verlichtingsenergie) opgewekt door middel van yoga-houdingen, ademhalingsoefeningen, mantra's en visualiseringen.	
flores101-warmup-nld-4-ht-4	544	flores101-warmup-44	nld_t1	ht	ht	203		196	30		24	156.864	223	187	0	23	6	0	7	0	0	0	0	72	104906	24	80218	156864	1	1642600353											nld	4	156.864	2.6144	0.0436	0.7727	5.2288	1.0985	688.4945	11.4749	16	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		Het middelpunt van Tibetaanse meditatie is de God-yoga. Door verschillende goden te visualiseren, worden de energiekanalen gereinigd, de chakra's geactiveerd en het verlichtingsbewustzijn gevormd.	
flores101-warmup-nld-5-pe2-1	914	flores101-warmup-51	nld_t1	pe2	pe	89	87.0	89	15	14.0	14	46.902	33	23	0	4	1	0	5	0	0	0	0	9	38369	4	36074	46902	1	1642600353	1.0	1.0	3.0	2.0	3.0	7.0	50.0	0.6253	29.48	75.03	nld	5	46.902	0.7817	0.013	0.527	3.1268	0.3708	1151.3368	19.1889	17	An increasingly more popular option for those planning a gap-year is to travel and learn.	Een steeds populairere optie voor degenen die een gap-jaar plannen, is reizen en leren.	Reizen en leren is een steeds populairdere optie voor degenen die een tussenjaar plannen.	REF:    *****   een steeds populairere  optie voor degenen die een gap-jaar plannen,     is     reizen en   leren.\nHYP:  @ leren @ een steeds populairdere optie voor degenen die een ******** tussenjaar [ is ] [ reizen en ] plannen.\nEVAL:   I                  S                                       D        S                               S
flores101-warmup-nld-5-pe2-2	915	flores101-warmup-52	nld_t1	pe2	pe	137	140.0	133	20	21.0	19	82.483	40	34	0	0	0	1	5	0	0	0	0	12	58413	9	56331	82483	3	1642600353	0.0	2.0	6.0	0.0	0.0	8.0	38.095	0.2714	34.12	64.26	nld	5	82.483	1.3747	0.0229	0.6021	4.1242	0.292	872.9071	14.5485	18	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	Dit is vooral populair bij schoolverlaters, waardoor ze een jaar buiten kunnen gaan voor de universiteit, zonder hun opleiding te verstoren.	Dit is vooral populair bij schoolverlaters, die een tussenjaar kunnen nemen voor de universiteit zonder hun onderwijs te onderbreken.	REF:  dit is vooral populair bij schoolverlaters, waardoor ze  een jaar buiten     kunnen gaan  voor de universiteit, zonder hun opleiding te verstoren.\nHYP:  dit is vooral populair bij schoolverlaters, ******** die een **** tussenjaar kunnen nemen voor de universiteit  zonder hun onderwijs te onderbreken.\nEVAL:                                             D        S       D    S                 S             S                        S            S
flores101-warmup-nld-5-pe2-3	916	flores101-warmup-53	nld_t1	pe2	pe	145	143.0	153	24	24.0	25	51.858	35	23	0	3	0	0	9	0	0	0	0	9	26539	3	23584	51858	1	1642600353	1.0	0.0	3.0	1.0	2.0	5.0	20.833	0.2552	67.63	82.14	nld	5	51.858	0.8643	0.0144	0.3576	2.1607	0.2414	1666.0882	27.7681	19	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	In veel gevallen kan het volgen van een gap-jaarscursus in het buitenland je kansen verbeteren om in je thuisland naar hoger onderwijs te gaan.	In veel gevallen kan het volgen van een tussenjaarscursus in het buitenland je kansen verbeteren om in je thuisland door te stromen naar hoger onderwijs.	REF:  in veel gevallen kan het volgen van een gap-jaarscursus   in het buitenland je kansen verbeteren om in je thuisland   naar hoger   onderwijs te *******   gaan.\nHYP:  in veel gevallen kan het volgen van een tussenjaarscursus in het buitenland je kansen verbeteren om in je thuisland [ naar hoger ] door      te stromen @ onderwijs.\nEVAL:                                         S                                                                                          S            I         S
flores101-warmup-nld-5-pe2-4	917	flores101-warmup-54	nld_t1	pe2	pe	78	84.0	87	13	14.0	13	77.005	132	105	0	14	2	0	11	0	0	0	0	28	43448	10	33293	77005	1	1642600353	0.0	1.0	9.0	0.0	0.0	10.0	71.429	0.5952	6.61	30.43	nld	5	77.005	1.2834	0.0214	0.9872	5.9235	1.6923	607.7527	10.1292	20	Typically there will be a tuition fee to enroll in these educational programs.	Typisch is er een schoolgeld om zich in te sluiten voor deze educatieve programma's.	Meestal moet je collegegeld betalen om je in te schrijven in deze onderwijsprogramma's.	REF:  typisch is   er een         schoolgeld om zich in te sluiten   voor deze educatieve programma's.\nHYP:  meestal moet je collegegeld betalen    om je   in te schrijven in   deze ********** onderwijsprogramma's.\nEVAL: S       S    S  S           S             S          S         S         D          S
flores101-warmup-nld-1-ht-1	163	flores101-warmup-11	nld_t2	ht	ht	189		213	29		35	63.514	223	180	0	34	4	0	5	0	0	0	0	24	33493	6	22256	63514	1	1642600354											nld	1	63.514	1.0586	0.0176	0.3361	2.1901	1.1799	1643.7321	27.3955	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		In Frankrijk is stemmen altijd een eenvoudige ervaring geweest, zonder al te veel technologie: stemmers zonderen zich af in een hokje en doen een vooraf gedrukt vel papier met hun gekozen kandidaat in een envelop.	
flores101-warmup-nld-1-ht-2	164	flores101-warmup-12	nld_t2	ht	ht	120		148	20		24	118.505	172	135	0	23	2	0	12	0	0	0	0	20	99592	6	92916	118505	1	1642600354											nld	1	118.505	1.9751	0.0329	0.9875	5.9252	1.4333	607.5693	10.1262	2	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		Nadat beambten de identiteit van de stemmer hebben gecontroleerd, doet de stemmer de envelop in de stembus en ondertekent hij of zij het stembiljet.	
flores101-warmup-nld-1-ht-3	165	flores101-warmup-13	nld_t2	ht	ht	62		61	8		9	104.299	74	56	0	8	1	5	4	0	0	0	0	13	57100	4	52156	104299	2	1642600354											nld	1	104.299	1.7383	0.029	1.6822	13.0374	1.1935	276.1292	4.6022	3	French electoral law rather strictly codifies the proceedings.		De procedures zijn strikt geordend volgens de Franse kieswet.	
flores101-warmup-nld-1-ht-4	166	flores101-warmup-14	nld_t2	ht	ht	228		246	40		39	113.98	288	227	4	39	1	0	17	0	0	0	0	31	82179	10	72026	113980	1	1642600354											nld	1	113.98	1.8997	0.0317	0.4999	2.8495	1.2632	1263.3795	21.0563	4	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		Sinds 1988 moeten stembussen transparant zijn zodat stemmers en waarnemers kunnen zien dat er bij de start van de stemming geen enveloppen aanwezig zijn in de stembus en dat alleen enveloppen van de getelde en bevoegde stemmers worden toegevoegd.	
flores101-warmup-nld-1-ht-5	167	flores101-warmup-15	nld_t2	ht	ht	177		226	25		31	45.211	248	200	0	32	5	0	11	0	0	0	0	20	15321	4	6634	45211	1	1642600354											nld	1	45.211	0.7535	0.0126	0.2554	1.8084	1.4011	1990.666	33.1778	5	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		Kandidaten kunnen vertegenwoordigers sturen om getuige te zijn van elk onderdeel van het proces. In de avond worden de stemmen geteld door vrijwilligers, onder grondige supervisie, waarbij specifieke procedures worden gevolgd.	
flores101-warmup-nld-2-pe2-1	319	flores101-warmup-21	nld_t2	pe2	pe	102	97.0	97	13	10.0	9	14.965	3	0	0	0	1	1	1	0	0	0	0	1	13743	1	13743	14965	1	1642600354	0.0	1.0	1.0	0.0	0.0	2.0	20.0	0.0103	58.77	96.14	nld	2	14.965	0.2494	0.0042	0.1467	1.1512	0.0294	3127.297	52.1216	6	Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	Xinhua rapporteerde dat overheidsonderzoekers twee 'zwarte doos' vluchtrecorders hebben gevonden.	Xinhua rapporteerde dat overheidsonderzoekers twee 'zwarte doos'-vluchtrecorders hebben gevonden.	REF:  xinhua rapporteerde dat overheidsonderzoekers twee 'zwarte doos' vluchtrecorders       hebben gevonden.\nHYP:  xinhua rapporteerde dat overheidsonderzoekers twee 'zwarte ***** doos'-vluchtrecorders hebben gevonden.\nEVAL:                                                            D     S
flores101-warmup-nld-2-pe2-2	320	flores101-warmup-22	nld_t2	pe2	pe	43	46.0	36	7	7.0	4	31.507	37	29	0	3	1	2	2	0	0	0	0	10	24955	3	22226	31507	1	1642600354	0.0	3.0	2.0	0.0	0.0	5.0	71.429	0.6522	11.04	25.93	nld	2	31.507	0.5251	0.0088	0.7327	4.501	0.8605	799.8223	13.3304	7	Fellow wrestlers also paid tribute to Luna.	Gezelschapswrasten gaven ook een eer aan Luna.	Ook collega-worstelaars eerden Luna.	REF:  gezelschapswrasten gaven ook een eer                 aan    luna.\nHYP:  ****************** ***** ook *** collega-worstelaars eerden luna.\nEVAL: D                  D         D   S                   S
flores101-warmup-nld-2-pe2-3	321	flores101-warmup-23	nld_t2	pe2	pe	162	165.0	170	29	28.0	29	65.38	10	6	0	1	0	1	2	0	0	0	0	5	21889	2	19861	65380	1	1642600354	1.0	0.0	1.0	0.0	0.0	2.0	7.143	0.0424	82.67	92.73	nld	2	65.38	1.0897	0.0182	0.4036	2.2545	0.0617	1596.8186	26.6136	8	"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."""	"Tommy Dreamer zei: ""Luna was de eerste koningin van Extreme. Mijn eerste manager. Luna stierf in de nacht van twee maan. Behoorlijk uniek net als zij. Sterke vrouw."""	"Tommy Dreamer zei: ""Luna was de eerste koningin van het extreme. Mijn eerste manager. Luna stierf in de nacht van twee manen. Behoorlijk uniek net als zij. Sterke vrouw."""	"REF:  tommy dreamer zei: ""luna was de eerste koningin van *** extreme. mijn eerste manager. luna stierf in de nacht van twee maan.  behoorlijk uniek net als zij. sterke vrouw.""\nHYP:  tommy dreamer zei: ""luna was de eerste koningin van het extreme. mijn eerste manager. luna stierf in de nacht van twee manen. behoorlijk uniek net als zij. sterke vrouw.""\nEVAL:                                                     I                                                                  S"
